characteristic	sample	preprocessor	nElementsBefore	sumWeightBefore	nElementsAfter	sumWeightAfter	preprocessor#1	nElementsBefore#1	sumWeightBefore#1	nElementsAfter#1	sumWeightAfter#1	preprocessor#2	nElementsBefore#2	sumWeightBefore#2	nElementsAfter#2	sumWeightAfter#2	preprocessor#3	nElementsBefore#3	sumWeightBefore#3	nElementsAfter#3	sumWeightAfter#3	preprocessor#4	nElementsBefore#4	sumWeightBefore#4	nElementsAfter#4	sumWeightAfter#4
VFamilyUsage	mouse_4_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	430	70935.0	184	20235.0	Filter [IGH]	430	70935.0	205	20263.0	Filter stops in CDR3, OOF in CDR3	205	20263.0	184	20235.0	Downsample by umi automatic	184	20235.0	184	20235.0					
VFamilyUsage	mouse_3_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	472	77203.0	169	20235.0	Filter [IGH]	472	77203.0	220	29992.0	Filter stops in CDR3, OOF in CDR3	220	29992.0	198	29945.0	Downsample by umi automatic	198	29945.0	169	20235.0					
VFamilyUsage	mouse_3.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	986	150281.0	349	20235.0	Filter [IGH]	986	150281.0	449	38797.0	Filter stops in CDR3, OOF in CDR3	449	38797.0	411	38694.0	Downsample by umi automatic	411	38694.0	349	20235.0					
VFamilyUsage	mouse_1.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	1565	48975.0	827	20114.0	Filter [IGH]	1565	48975.0	856	20171.0	Filter stops in CDR3, OOF in CDR3	856	20171.0	827	20114.0	Downsample by umi automatic	827	20114.0	827	20114.0					
VFamilyUsage	mouse_4.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	640	118290.0	181	20235.0	Filter [IGH]	640	118290.0	313	59825.0	Filter stops in CDR3, OOF in CDR3	313	59825.0	264	59676.0	Downsample by umi automatic	264	59676.0	181	20235.0					
VFamilyUsage	mouse_2_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	929	204207.0	297	20235.0	Filter [IGH]	929	204207.0	389	33070.0	Filter stops in CDR3, OOF in CDR3	389	33070.0	354	32987.0	Downsample by umi automatic	354	32987.0	297	20235.0					
VFamilyUsage	mouse_1_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	852	126589.0	301	20235.0	Filter [IGH]	852	126589.0	425	52971.0	Filter stops in CDR3, OOF in CDR3	425	52971.0	376	52897.0	Downsample by umi automatic	376	52897.0	301	20235.0					
VFamilyUsage	mouse_2.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	1866	80930.0	913	20235.0	Filter [IGH]	1866	80930.0	1087	32440.0	Filter stops in CDR3, OOF in CDR3	1087	32440.0	1053	32355.0	Downsample by umi automatic	1053	32355.0	913	20235.0					
IsotypeUsage	mouse_4_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	430	70935.0	184	20235.0	Filter [IGH]	430	70935.0	205	20263.0	Filter stops in CDR3, OOF in CDR3	205	20263.0	184	20235.0	Downsample by umi automatic	184	20235.0	184	20235.0					
IsotypeUsage	mouse_3_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	472	77203.0	169	20235.0	Filter [IGH]	472	77203.0	220	29992.0	Filter stops in CDR3, OOF in CDR3	220	29992.0	198	29945.0	Downsample by umi automatic	198	29945.0	169	20235.0					
IsotypeUsage	mouse_3.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	986	150281.0	349	20235.0	Filter [IGH]	986	150281.0	449	38797.0	Filter stops in CDR3, OOF in CDR3	449	38797.0	411	38694.0	Downsample by umi automatic	411	38694.0	349	20235.0					
IsotypeUsage	mouse_1.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	1565	48975.0	827	20114.0	Filter [IGH]	1565	48975.0	856	20171.0	Filter stops in CDR3, OOF in CDR3	856	20171.0	827	20114.0	Downsample by umi automatic	827	20114.0	827	20114.0					
IsotypeUsage	mouse_4.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	640	118290.0	181	20235.0	Filter [IGH]	640	118290.0	313	59825.0	Filter stops in CDR3, OOF in CDR3	313	59825.0	264	59676.0	Downsample by umi automatic	264	59676.0	181	20235.0					
IsotypeUsage	mouse_2_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	929	204207.0	297	20235.0	Filter [IGH]	929	204207.0	389	33070.0	Filter stops in CDR3, OOF in CDR3	389	33070.0	354	32987.0	Downsample by umi automatic	354	32987.0	297	20235.0					
IsotypeUsage	mouse_1_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	852	126589.0	301	20235.0	Filter [IGH]	852	126589.0	425	52971.0	Filter stops in CDR3, OOF in CDR3	425	52971.0	376	52897.0	Downsample by umi automatic	376	52897.0	301	20235.0					
IsotypeUsage	mouse_2.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	1866	80930.0	913	20235.0	Filter [IGH]	1866	80930.0	1087	32440.0	Filter stops in CDR3, OOF in CDR3	1087	32440.0	1053	32355.0	Downsample by umi automatic	1053	32355.0	913	20235.0					
VSegmentUsage	mouse_4_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	430	70935.0	184	20235.0	Filter [IGH]	430	70935.0	205	20263.0	Filter stops in CDR3, OOF in CDR3	205	20263.0	184	20235.0	Downsample by umi automatic	184	20235.0	184	20235.0					
VSegmentUsage	mouse_3_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	472	77203.0	169	20235.0	Filter [IGH]	472	77203.0	220	29992.0	Filter stops in CDR3, OOF in CDR3	220	29992.0	198	29945.0	Downsample by umi automatic	198	29945.0	169	20235.0					
VSegmentUsage	mouse_3.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	986	150281.0	349	20235.0	Filter [IGH]	986	150281.0	449	38797.0	Filter stops in CDR3, OOF in CDR3	449	38797.0	411	38694.0	Downsample by umi automatic	411	38694.0	349	20235.0					
VSegmentUsage	mouse_1.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	1565	48975.0	827	20114.0	Filter [IGH]	1565	48975.0	856	20171.0	Filter stops in CDR3, OOF in CDR3	856	20171.0	827	20114.0	Downsample by umi automatic	827	20114.0	827	20114.0					
VSegmentUsage	mouse_4.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	640	118290.0	181	20235.0	Filter [IGH]	640	118290.0	313	59825.0	Filter stops in CDR3, OOF in CDR3	313	59825.0	264	59676.0	Downsample by umi automatic	264	59676.0	181	20235.0					
VSegmentUsage	mouse_2_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	929	204207.0	297	20235.0	Filter [IGH]	929	204207.0	389	33070.0	Filter stops in CDR3, OOF in CDR3	389	33070.0	354	32987.0	Downsample by umi automatic	354	32987.0	297	20235.0					
VSegmentUsage	mouse_1_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	852	126589.0	301	20235.0	Filter [IGH]	852	126589.0	425	52971.0	Filter stops in CDR3, OOF in CDR3	425	52971.0	376	52897.0	Downsample by umi automatic	376	52897.0	301	20235.0					
VSegmentUsage	mouse_2.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	1866	80930.0	913	20235.0	Filter [IGH]	1866	80930.0	1087	32440.0	Filter stops in CDR3, OOF in CDR3	1087	32440.0	1053	32355.0	Downsample by umi automatic	1053	32355.0	913	20235.0					
JSegmentUsage	mouse_4_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	430	70935.0	184	20235.0	Filter [IGH]	430	70935.0	205	20263.0	Filter stops in CDR3, OOF in CDR3	205	20263.0	184	20235.0	Downsample by umi automatic	184	20235.0	184	20235.0					
JSegmentUsage	mouse_3_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	472	77203.0	169	20235.0	Filter [IGH]	472	77203.0	220	29992.0	Filter stops in CDR3, OOF in CDR3	220	29992.0	198	29945.0	Downsample by umi automatic	198	29945.0	169	20235.0					
JSegmentUsage	mouse_3.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	986	150281.0	349	20235.0	Filter [IGH]	986	150281.0	449	38797.0	Filter stops in CDR3, OOF in CDR3	449	38797.0	411	38694.0	Downsample by umi automatic	411	38694.0	349	20235.0					
JSegmentUsage	mouse_1.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	1565	48975.0	827	20114.0	Filter [IGH]	1565	48975.0	856	20171.0	Filter stops in CDR3, OOF in CDR3	856	20171.0	827	20114.0	Downsample by umi automatic	827	20114.0	827	20114.0					
JSegmentUsage	mouse_4.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	640	118290.0	181	20235.0	Filter [IGH]	640	118290.0	313	59825.0	Filter stops in CDR3, OOF in CDR3	313	59825.0	264	59676.0	Downsample by umi automatic	264	59676.0	181	20235.0					
JSegmentUsage	mouse_2_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	929	204207.0	297	20235.0	Filter [IGH]	929	204207.0	389	33070.0	Filter stops in CDR3, OOF in CDR3	389	33070.0	354	32987.0	Downsample by umi automatic	354	32987.0	297	20235.0					
JSegmentUsage	mouse_1_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	852	126589.0	301	20235.0	Filter [IGH]	852	126589.0	425	52971.0	Filter stops in CDR3, OOF in CDR3	425	52971.0	376	52897.0	Downsample by umi automatic	376	52897.0	301	20235.0					
JSegmentUsage	mouse_2.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	1866	80930.0	913	20235.0	Filter [IGH]	1866	80930.0	1087	32440.0	Filter stops in CDR3, OOF in CDR3	1087	32440.0	1053	32355.0	Downsample by umi automatic	1053	32355.0	913	20235.0					
JFamilyUsage	mouse_4_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	430	70935.0	184	20235.0	Filter [IGH]	430	70935.0	205	20263.0	Filter stops in CDR3, OOF in CDR3	205	20263.0	184	20235.0	Downsample by umi automatic	184	20235.0	184	20235.0					
JFamilyUsage	mouse_3_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	472	77203.0	169	20235.0	Filter [IGH]	472	77203.0	220	29992.0	Filter stops in CDR3, OOF in CDR3	220	29992.0	198	29945.0	Downsample by umi automatic	198	29945.0	169	20235.0					
JFamilyUsage	mouse_3.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	986	150281.0	349	20235.0	Filter [IGH]	986	150281.0	449	38797.0	Filter stops in CDR3, OOF in CDR3	449	38797.0	411	38694.0	Downsample by umi automatic	411	38694.0	349	20235.0					
JFamilyUsage	mouse_1.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	1565	48975.0	827	20114.0	Filter [IGH]	1565	48975.0	856	20171.0	Filter stops in CDR3, OOF in CDR3	856	20171.0	827	20114.0	Downsample by umi automatic	827	20114.0	827	20114.0					
JFamilyUsage	mouse_4.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	640	118290.0	181	20235.0	Filter [IGH]	640	118290.0	313	59825.0	Filter stops in CDR3, OOF in CDR3	313	59825.0	264	59676.0	Downsample by umi automatic	264	59676.0	181	20235.0					
JFamilyUsage	mouse_2_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	929	204207.0	297	20235.0	Filter [IGH]	929	204207.0	389	33070.0	Filter stops in CDR3, OOF in CDR3	389	33070.0	354	32987.0	Downsample by umi automatic	354	32987.0	297	20235.0					
JFamilyUsage	mouse_1_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	852	126589.0	301	20235.0	Filter [IGH]	852	126589.0	425	52971.0	Filter stops in CDR3, OOF in CDR3	425	52971.0	376	52897.0	Downsample by umi automatic	376	52897.0	301	20235.0					
JFamilyUsage	mouse_2.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	1866	80930.0	913	20235.0	Filter [IGH]	1866	80930.0	1087	32440.0	Filter stops in CDR3, OOF in CDR3	1087	32440.0	1053	32355.0	Downsample by umi automatic	1053	32355.0	913	20235.0					
Charge	mouse_4_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	430	70935.0	184	20235.0	Filter [IGH]	430	70935.0	205	20263.0	Filter stops in CDR3, OOF in CDR3	205	20263.0	184	20235.0	Downsample by umi automatic	184	20235.0	184	20235.0					
Charge	mouse_3_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	472	77203.0	169	20235.0	Filter [IGH]	472	77203.0	220	29992.0	Filter stops in CDR3, OOF in CDR3	220	29992.0	198	29945.0	Downsample by umi automatic	198	29945.0	169	20235.0					
Charge	mouse_3.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	986	150281.0	349	20235.0	Filter [IGH]	986	150281.0	449	38797.0	Filter stops in CDR3, OOF in CDR3	449	38797.0	411	38694.0	Downsample by umi automatic	411	38694.0	349	20235.0					
Charge	mouse_1.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	1565	48975.0	827	20114.0	Filter [IGH]	1565	48975.0	856	20171.0	Filter stops in CDR3, OOF in CDR3	856	20171.0	827	20114.0	Downsample by umi automatic	827	20114.0	827	20114.0					
Charge	mouse_4.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	640	118290.0	181	20235.0	Filter [IGH]	640	118290.0	313	59825.0	Filter stops in CDR3, OOF in CDR3	313	59825.0	264	59676.0	Downsample by umi automatic	264	59676.0	181	20235.0					
Charge	mouse_2_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	929	204207.0	297	20235.0	Filter [IGH]	929	204207.0	389	33070.0	Filter stops in CDR3, OOF in CDR3	389	33070.0	354	32987.0	Downsample by umi automatic	354	32987.0	297	20235.0					
Charge	mouse_1_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	852	126589.0	301	20235.0	Filter [IGH]	852	126589.0	425	52971.0	Filter stops in CDR3, OOF in CDR3	425	52971.0	376	52897.0	Downsample by umi automatic	376	52897.0	301	20235.0					
Charge	mouse_2.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	1866	80930.0	913	20235.0	Filter [IGH]	1866	80930.0	1087	32440.0	Filter stops in CDR3, OOF in CDR3	1087	32440.0	1053	32355.0	Downsample by umi automatic	1053	32355.0	913	20235.0					
Diversity Shannon-Wiener diversity/Normalized Shannon-Wiener index/Efron-Thisted estimate/Chao1 estimate/Observed diversity/Gini index/Inverse Simpson index	mouse_4_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	430	70935.0	184	20235.0	Filter [IGH]	430	70935.0	205	20263.0	Filter stops in CDR3, OOF in CDR3	205	20263.0	184	20235.0	Downsample by umi automatic	184	20235.0	184	20235.0					
Diversity Shannon-Wiener diversity/Normalized Shannon-Wiener index/Efron-Thisted estimate/Chao1 estimate/Observed diversity/Gini index/Inverse Simpson index	mouse_3_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	472	77203.0	169	20235.0	Filter [IGH]	472	77203.0	220	29992.0	Filter stops in CDR3, OOF in CDR3	220	29992.0	198	29945.0	Downsample by umi automatic	198	29945.0	169	20235.0					
Diversity Shannon-Wiener diversity/Normalized Shannon-Wiener index/Efron-Thisted estimate/Chao1 estimate/Observed diversity/Gini index/Inverse Simpson index	mouse_3.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	986	150281.0	349	20235.0	Filter [IGH]	986	150281.0	449	38797.0	Filter stops in CDR3, OOF in CDR3	449	38797.0	411	38694.0	Downsample by umi automatic	411	38694.0	349	20235.0					
Diversity Shannon-Wiener diversity/Normalized Shannon-Wiener index/Efron-Thisted estimate/Chao1 estimate/Observed diversity/Gini index/Inverse Simpson index	mouse_1.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	1565	48975.0	827	20114.0	Filter [IGH]	1565	48975.0	856	20171.0	Filter stops in CDR3, OOF in CDR3	856	20171.0	827	20114.0	Downsample by umi automatic	827	20114.0	827	20114.0					
Diversity Shannon-Wiener diversity/Normalized Shannon-Wiener index/Efron-Thisted estimate/Chao1 estimate/Observed diversity/Gini index/Inverse Simpson index	mouse_4.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	640	118290.0	181	20235.0	Filter [IGH]	640	118290.0	313	59825.0	Filter stops in CDR3, OOF in CDR3	313	59825.0	264	59676.0	Downsample by umi automatic	264	59676.0	181	20235.0					
Diversity Shannon-Wiener diversity/Normalized Shannon-Wiener index/Efron-Thisted estimate/Chao1 estimate/Observed diversity/Gini index/Inverse Simpson index	mouse_2_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	929	204207.0	297	20235.0	Filter [IGH]	929	204207.0	389	33070.0	Filter stops in CDR3, OOF in CDR3	389	33070.0	354	32987.0	Downsample by umi automatic	354	32987.0	297	20235.0					
Diversity Shannon-Wiener diversity/Normalized Shannon-Wiener index/Efron-Thisted estimate/Chao1 estimate/Observed diversity/Gini index/Inverse Simpson index	mouse_1_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	852	126589.0	301	20235.0	Filter [IGH]	852	126589.0	425	52971.0	Filter stops in CDR3, OOF in CDR3	425	52971.0	376	52897.0	Downsample by umi automatic	376	52897.0	301	20235.0					
Diversity Shannon-Wiener diversity/Normalized Shannon-Wiener index/Efron-Thisted estimate/Chao1 estimate/Observed diversity/Gini index/Inverse Simpson index	mouse_2.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	1866	80930.0	913	20235.0	Filter [IGH]	1866	80930.0	1087	32440.0	Filter stops in CDR3, OOF in CDR3	1087	32440.0	1053	32355.0	Downsample by umi automatic	1053	32355.0	913	20235.0					
Hydrophobicity	mouse_4_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	430	70935.0	184	20235.0	Filter [IGH]	430	70935.0	205	20263.0	Filter stops in CDR3, OOF in CDR3	205	20263.0	184	20235.0	Downsample by umi automatic	184	20235.0	184	20235.0					
Hydrophobicity	mouse_3_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	472	77203.0	169	20235.0	Filter [IGH]	472	77203.0	220	29992.0	Filter stops in CDR3, OOF in CDR3	220	29992.0	198	29945.0	Downsample by umi automatic	198	29945.0	169	20235.0					
Hydrophobicity	mouse_3.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	986	150281.0	349	20235.0	Filter [IGH]	986	150281.0	449	38797.0	Filter stops in CDR3, OOF in CDR3	449	38797.0	411	38694.0	Downsample by umi automatic	411	38694.0	349	20235.0					
Hydrophobicity	mouse_1.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	1565	48975.0	827	20114.0	Filter [IGH]	1565	48975.0	856	20171.0	Filter stops in CDR3, OOF in CDR3	856	20171.0	827	20114.0	Downsample by umi automatic	827	20114.0	827	20114.0					
Hydrophobicity	mouse_4.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	640	118290.0	181	20235.0	Filter [IGH]	640	118290.0	313	59825.0	Filter stops in CDR3, OOF in CDR3	313	59825.0	264	59676.0	Downsample by umi automatic	264	59676.0	181	20235.0					
Hydrophobicity	mouse_2_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	929	204207.0	297	20235.0	Filter [IGH]	929	204207.0	389	33070.0	Filter stops in CDR3, OOF in CDR3	389	33070.0	354	32987.0	Downsample by umi automatic	354	32987.0	297	20235.0					
Hydrophobicity	mouse_1_Cd4Cre.clns	Filter [IGH] | Filter stops in CDR3, OOF in CDR3 | Downsample by umi automatic	852	126589.0	301	20235.0	Filter [IGH]	852	126589.0	425	52971.0	Filter stops in CDR3, OOF in CDR3	425	52971.0	376	52897.0	Downsample by umi automatic	376	52897.0	301	20235.0					
